緯度,経度,施設名,所在地,水飲み栓設置場所,営業時間,入場料等,タイプ,稼働停止,備考
35.59987538,139.7516531,八潮図書館,品川区八潮５－１０－２７,３階図書館内,,,飲み口型,,
35.61872089,139.7175598,平塚児童センター,品川区平塚２－２－３,児童センター内,,,飲み口型,,
35.61166582,139.7223704,ゆたか図書館,品川区豊町１－１７－７,１・２階図書館内,,,飲み口型,,
35.61148,139.72275,ゆたか児童センター,品川区豊町１－１８－１５,児童センター内,,,飲み口型,,
35.61109544,139.7207062,戸越体育館,品川区豊町２－１－１７,１階ロビー・２階,,,飲み口型,,
35.60646182,139.7208272,南ゆたか児童センター,品川区豊町４－１７－２１,児童センター内,,,飲み口型,,
35.61689,139.74237,品川図書館,品川区北品川２－３２－３,４階図書館内,,,飲み口型,,
35.61883167,139.743933,北品川児童センター,品川区北品川２－７－２１,児童センター内,,,飲み口型,,
35.62324,139.73166,大崎図書館,品川区北品川５－２－１,２階図書館内,,,飲み口型,,
35.61963,139.73285,小関児童センター,品川区北品川５－８－１５,児童センター内,,,飲み口型,,
35.68830427,139.4806555,栄町体育館,府中市栄町１－１,１階廊下,,,ボトルディスペンサー型・飲み口型,,
35.65973637,139.5117409,押立体育館,府中市押立町１－３７,１階廊下,,,飲み口型,,
35.65375141,139.5177796,押立文化センター,府中市押立町５－４,１階,,,飲み口型,,
35.66886,139.47777,府中市本庁舎,府中市宮西町２－２４,西庁舎１階、東庁舎１～８階、北庁舎３階,,,飲み口型,,
35.67196067,139.4795412,市民活動センタープラッツ,府中市宮町１－１００　５・６階,６階,,,ボトルディスペンサー型・飲み口型,,
35.66885606,139.4786292,府中市ふるさと府中歴史館,府中市宮町３－１,１階東側入口付近,,,飲み口型,,
35.67656,139.50908,紅葉丘文化センター,府中市紅葉丘２－１,１～３階,,,飲み口型,,
35.66531894,139.4454552,四谷文化センター,府中市四谷２－７５,１・２階,,,飲み口型,,
35.66445,139.44119,四谷体育館,府中市四谷５－６,１Ｆ廊下,,,飲み口型,,
35.67369,139.47856,府中駅北第２庁舎,府中市寿町１－５,１階,,,飲み口型,,
35.67369152,139.4746409,水道局府中サービスステーション,府中市寿町３－４－６,１階,平日8:30-17:15,,飲み口型,,
35.66029,139.46051,住吉文化センター,府中市住吉町１－６１,１・２・３階,,,飲み口型,,
35.66021,139.45845,女性センター,府中市住吉町１－８４,４階,,,飲み口型,,
35.68715371,139.4894018,新町文化センター,府中市新町１－６６,１・２・３階,,,飲み口型,,
35.66087,139.49541,是政文化センター,府中市是政２－２０,１・２・３階,,,飲み口型,,
35.67107743,139.4561755,西府文化センター,府中市西府町１－６０,１・２階,,,飲み口型,,
35.67897959,139.4922934,府中市美術館,府中市浅間町１－３,１階エントランスロビー,,,飲み口型,,
35.65689,139.47351,府中市郷土の森博物館,府中市南町６－３２,博物館本館エントランス,,有料,飲み口型,,
35.67119465,139.5087639,白糸台体育館,府中市白糸台１－５０,１階廊下,,,ボトルディスペンサー型・飲み口型,,
35.66702,139.50629,白糸台文化センター,府中市白糸台１－６０,１階,,,飲み口型,,
35.67594,139.48389,ルミエール府中,府中市府中町２－２４,１・２・３・４・５階休憩コーナー,,,飲み口型,,
35.67579799,139.4821906,中央文化センター,府中市府中町２－２５,１階ひばりホール前,,,飲み口型,,
35.68861363,139.4613757,武蔵台文化センター,府中市武蔵台２－２,１～２階,,,飲み口型,,
35.670316,139.4693434,片町文化センター,府中市片町２－１７,１階,,,飲み口型,,
35.67939,139.45992,本宿体育館,府中市本宿町４－２３,１階廊下,,,ボトルディスペンサー型,,
35.65595639,139.4777847,総合体育館,府中市矢崎町５－５,レクリエーションホール横廊下・武道場前・第１体育室横・第２体育室横,,,ボトルディスペンサー型・飲み口型,,
35.74613,139.40326,武蔵村山市民総合センター,武蔵村山市学園四丁目５－１,１・２・３階,午前8時30分～午後10時00分,,飲み口型,,
35.75475,139.38736,武蔵村山市役所本庁舎,武蔵村山市本町1-1-1,１・２・４階,平日：午前8時30分～午後5時15分,,飲み口型,,
35.74175032,139.4050365,緑が丘出張所,武蔵村山市緑が丘１４６０番地１１０４号棟　１階,１階,,,飲み口型,,
35.71819425,139.3350087,わかたけ会館・図書館,福生市熊川１９９－１,１階,"午前9時から午後10時まで
休館日：毎週月曜日（休日が当たる場合には翌日）、年末年始",,飲み口型,,
35.72414,139.33786,白梅会館,福生市熊川５５９－１,１階,"午前9時から午後10時まで
休館日：毎週月曜日（休日が当たる場合には翌日）、年末年始",,飲み口型,,
35.73206058,139.3374037,S&Dたまぐー福生中央図書館,福生市熊川８５０－１,１階,"午前10時から午後5時まで（火曜日・水曜日・木曜日・金曜日は午後8時まで、ただし祝日と重なった日は午後5時まで）
休館日：毎週月曜日（休日が当たる場合には翌日）、年末年始",,ボトルディスペンサー型・飲み口型,,
35.72763028,139.3324808,福祉センター,福生市南田園２－１３－１,１階,"午前9時から午後10時（月曜日のみ午後5時まで）
休館日：年末年始",,飲み口型,,
35.74699,139.33395,武蔵野台図書館・児童館,福生市武蔵野台１－１２－２,１・３階,"【夏季期間（4月から9月）】
（月曜日から金曜日）午前9時から午後9時（中学生以下は午後6時まで）（土曜日・日曜日・祝日）午前9時から午後6時
【冬季期間（10月から3月）】
（月曜日から金曜日）午前9時から午後9時（中学生は午後6時まで、小学生以下は午後5時まで）（土曜日・日曜日・祝日）午前9時から午後6時（小学生以下は午後5時まで）",,飲み口型,,
35.74646073,139.3324557,松林会館,福生市武蔵野台１－１５－１,１階,"午前9時から午後10時まで
休館日：毎週月曜日（休日が当たる場合には翌日）、年末年始",,飲み口型,,
35.74626737,139.3208993,わかぎり会館・図書館,福生市福生１２８０－１,１階,"午前9時から午後10時まで
休館日：毎週月曜日（休日が当たる場合には翌日）、年末年始",,飲み口型,,
35.73466,139.32245,中央体育館,福生市北田園２－９－１,１・２階,"午前9時から午後10時まで
休館日：毎週月曜日（休日が当たる場合には翌日）、年末年始",,飲み口型,,
35.7387,139.32678,福生市役所庁舎,福生市本町５,第二棟１階,"午前8時30分から午後5時15分（水曜日は午後8時まで）
閉庁日：日曜日・祝日、年末年始",,ボトルディスペンサー型・飲み口型,,
35.70355201,139.7549936,水道橋駅（都営三田線）,文京区後楽１－３－４２先,ホーム,始発から終電まで,有料,飲み口型,,
35.70210522,139.7450794,飯田橋駅（都営大江戸線）,文京区後楽１－９－５,ホーム,始発から終電まで,有料,飲み口型,,
35.71729104,139.7578005,向丘地域活動センター,文京区向丘１－２０－８,１階廊下,,,飲み口型,,
35.70846698,139.7536053,春日駅（都営大江戸線）,文京区春日１－１６－１７,ホーム,始発から終電まで,有料,飲み口型,,
35.71194327,139.750383,礫川地域活動センター,文京区小石川２－１８－１８,１階ロビー,,,飲み口型,,
35.72790643,139.7448796,千石駅（都営三田線）,文京区千石１－２９－１３,ホーム,始発から終電まで,有料,飲み口型,,
35.72475,139.74319,大原地域活動センター,文京区千石１－４－３,１階ロビー,,,飲み口型,,
35.72053575,139.7364084,スポーツセンター,文京区大塚３－２９－２,１・２・３・４階,,,ボトルディスペンサー型・飲み口型,,
35.72386876,139.7323777,大塚公園集会所,文京区大塚４－４９－２,１階エントランス,,,飲み口型,,
35.72123394,139.7521109,白山駅（都営三田線）,文京区白山５－３６－１０,ホーム,始発から終電まで,有料,飲み口型,,
35.71921,139.764245,不忍通りふれあい館,文京区文京区根津２－２０－７,１階,,,飲み口型,,
35.70750447,139.7603949,本郷三丁目駅（都営大江戸線）,文京区本郷２－４０－８,ホーム,始発から終電まで,有料,飲み口型,,
35.70336946,139.7604874,東京都水道歴史館,文京区本郷２－７－１,１階ラウンジ・２階公苑側休憩所,"9:30～17:00 (入館は16:30まで)
休館日：毎月第4月曜日 (休日の場合はその翌日)
　　　　年末年始(12月28日～1月4日)",,ボトルディスペンサー型・飲み口型,,
35.70879555,139.7542442,区民センター,文京区本郷４－１５－１４,２・３・４階,,,飲み口型,,
35.70932021,139.7533487,春日駅（都営三田線）,文京区本郷４－１５－１６,ホーム,始発から終電まで,有料,飲み口型,,
35.70808833,139.763545,総合体育館,文京区本郷７－１－２,地下１階、１階、２階,,,飲み口型,,
35.72855953,139.7522654,駒込地域活動センター,文京区本駒込３－２２－４,１階エントランス,,,飲み口型,,
35.7332,139.7554,文京区勤労福祉会館,文京区本駒込４－３５－１５,１階ロビー,,,飲み口型,,
35.73703479,139.6603543,豊玉リサイクルセンター,練馬区豊玉上２－２２－１５,１階事務室脇,"9:00~17:00
休館日：毎週水曜日※祝・休日は開館し、その直後の祝・休日でない日に休館",,飲み口型,,
35.73734058,139.7471717,豊島区立駒込図書館,豊島区駒込２－２－２,３階,"平日：9:00~20:00
土日祝休日：9:00~18:00",,飲み口型,,
35.74370378,139.7285702,西巣鴨駅（都営三田線）,豊島区西巣鴨３－２５－１３,ホーム,始発から終電まで,有料,飲み口型,,
35.72988,139.70824,東京芸術劇場,豊島区西池袋１－８－１,１階劇場通り側出入口付近、地下１階・２・３・５・７・８・９階,9:00~22:00(休館日を除く),一部除き有料,ボトルディスペンサー型・飲み口型,,
35.73343265,139.7391877,巣鴨駅（都営三田線）,豊島区巣鴨３－２７－７,ホーム,始発から終電まで,有料,飲み口型,,
35.72607,139.71666,豊島区役所本庁舎,豊島区南池袋２－４５－１,３階、４階,"平日：8:30~17:15
日曜日：8:30~17:15",,飲み口型,,
35.72577137,139.6987704,豊島区立目白図書館,豊島区目白４－３１－８,１階,"平日：9:00~20:00
土日祝休日：9:00~18:00",,飲み口型,,
35.75869823,139.7303977,パノラマプール十条台,北区中十条１－５－６,１階,9:00~21:00,,飲み口型,,
35.70389,139.81497,本所都民防災教育センター,墨田区横川４－６－６,１・２・３・４・５階,,,飲み口型,,
35.70529127,139.8175438,横川コミュニティ会館,墨田区横川五丁目9番1号,2階,9:00～20:00,,飲み口型,,
35.69673349,139.7974584,両国駅（都営大江戸線）,墨田区横網１－４－２９,ホーム,始発から終電まで,有料,飲み口型,,
35.68841813,139.8060394,菊川駅（都営新宿線）,墨田区菊川３－１６－２,ホーム,始発から終電まで,有料,飲み口型,,
35.71697,139.81943,ひきふね図書館,墨田区京島一丁目36番5号,２階こどもとしょしつ,"月～土9:00~18:00、日曜日・祝日9:00~17:00
休館日：毎月第３木曜日（祝日の場合はその翌日）、年末年始、特別整理期間。",,飲み口型,,
35.70861697,139.8045684,本所吾妻橋駅（都営浅草線）,墨田区吾妻橋３－７－１６先,ホーム,始発から終電まで,有料,飲み口型,,
35.71324,139.81073,すみだ福祉保健センター,墨田区向島三丁目36番7号,1階トイレ横,9：00～17：00,,飲み口型,,
35.69051127,139.7957092,水道局墨田営業所,墨田区千歳２－２－１１,１階,平日8:30-17:15,,飲み口型,,
35.71628,139.8306,すみだスポーツ健康センター,墨田区東墨田一丁目6番1号,1階・2階廊下,10：00～20：00,,飲み口型,,
35.72483304,139.8257998,八広図書館,墨田区八広五丁目10番1-104号 都営八広五丁目アパート１Ｆ,館内ロビー,"月～土9:00～20:00、日・祝9:00～17:00
休館日:毎月第３木曜日（祝日の場合はその翌日）、年末年始、特別整理期間。令和７年１２月～令和８年２月は大規模修繕工事のため休館。",,飲み口型,,
35.7293809,139.8153796,梅若ゆうゆう館,墨田区墨田一丁目4番4号,サロン（正面玄関入って左）,月～土9:00～21:00、、日・祝9:00～17:00,,飲み口型,,
35.7032165,139.7989127,本所地域プラザ,墨田区本所一丁目13番4号,3階,9:00～20:00,,飲み口型,,
35.71069201,139.8347148,立花図書館,墨田区立花六丁目8番1号 都営立花六丁目アパート１号棟 １０１,館内入口付近,"月～土9:00～20:00、日・祝9:00～17:00
休館日:毎月第３木曜日（祝日の場合はその翌日）、年末年始、特別整理期間。",,飲み口型,,
35.69576,139.80052,緑図書館,墨田区緑二丁目24番5号,３階学習室前,"月～土9:00～20:00、日・祝9:00～17:00
休館日:毎月第３木曜日（祝日の場合はその翌日）、年末年始、特別整理期間。",,飲み口型,,
35.65869,139.67958,駒場体育館,目黒区駒場２－１９－３９,１・２階,9:00～22:00,,ボトルディスペンサー型・飲み口型,,
35.64167717,139.713258,東京都写真美術館,目黒区三田１－１３－３,地下１階トイレ前・２階トイレ前・３階トイレ前,"10:00~18:00、木・金10:00~20:00
※入館は閉館時間の30分前まで
※2026年1月2日は18:00まで開館
休館日：毎週月曜日（月曜日が祝休日の場合は開館し、翌平日休館）、年末年始（12/29~1/1）、2026年1/26~2/5",,飲み口型,,
35.64108,139.69838,目黒区総合庁舎,目黒区上目黒２－１９－１５,本館１・２・３階、別館２階,"8:30~17:00
休館日：土・日曜日",,飲み口型,,
35.63204,139.69209,中央町さくらプラザ,目黒区中央町２－４－１８,１階ロビー,"9:00~21:00
休館日：12/28~1/4",,飲み口型,,
35.63300737,139.6923969,水道局目黒営業所,目黒区中町２－４３－１８,１階,平日8:30-17:15,,飲み口型,,
35.64800304,139.6855537,東山社会教育館,目黒区東山３－２４－２,２階ロビー,"9:00~21:00
休館日：月曜日、12/28~1/4",,飲み口型,,
35.62150328,139.6727538,八雲体育館,目黒区八雲１－１－１　めぐろ区民キャンパス内,１・２階,9:00～22:00,,飲み口型,,
35.6274174,139.6820037,碑文谷体育館,目黒区碑文谷６－１２－４３,１階体育室口ホール,9:00~22:00,,ボトルディスペンサー型・飲み口型,,
35.63549,139.70818,目黒区民センター社会教育館,目黒区目黒２－４－３６,６階,"9:00~21:00
休館日：月曜日、12/28~1/4",,飲み口型,,
35.63581644,139.7084101,目黒区民センター体育館,目黒区目黒２－４－３６,１階トレーニング室・３階ロビー・地下プール,,有料,ボトルディスペンサー型・飲み口型,,
35.62535,139.69501,目黒本町社会教育館,目黒区目黒本町２－１－２０,３階ロビー,"9:00~21:00
休館日：月曜日、12/28~1/4",,飲み口型,,
35.61893,139.69901,中央体育館,目黒区目黒本町５－２２－８,１・２・３・４階,9:00~22:00,,飲み口型,,
35.60936002,139.6733404,緑が丘文化会館,目黒区緑が丘２－１４－２３,１・２・３階,"9:00~21:00
休館日：月曜日、12/28~1/4",,飲み口型,,
35.60938244,139.673265,緑が丘文化会館別館,目黒区緑が丘２－７－２０,１・２階,"9:00~21:00
休館日：月曜日、12/28~1/4",,飲み口型,,
35.72004544,139.4391628,若葉図書館,立川市若葉町３－３４－１,図書館入口,"・開館時間
平日          午前10時～午後7時
土・日・祝 午前10時～午後5時
・休館日
毎月第２・第４月曜日、年末年始",,飲み口型,,
35.702166,139.414107,女性総合センター・アイム,立川市曙町２－３６－２ファーレ立川センタースクエア,１・５階,"午前9時～午後10時
休館日(第３木曜日、年末年始、１月第３土曜日)を除く",,ボトルディスペンサー型・飲み口型,,
35.70220907,139.4139147,中央図書館,立川市曙町２－３６－２ファーレ立川センタースクエア,２・３・４階,"・開館時間
平日　　　 午前10時～午後8時
（4階児童フロアは午後5時まで）
土・日・祝 午前10時～午後5時
・休館日
毎週月曜日、毎月第3木曜日、年末年始
※月曜日や第3木曜日が祝日の場合は開館し、翌平日が振替休館となります。",,飲み口型,,
35.71597209,139.4063089,立川都民防災教育センター,立川市泉町１１５６－１,１階,,,飲み口型,,
35.70138,139.40184,立川市総合福祉センター,立川市富士見町2-36-47,1階、2階,午前8時30分～午後5時15分,,飲み口型,,
35.7088615,139.4122461,水道局多摩水道立川庁舎,立川市緑町６－７,１階,平日8:30-17:15,,飲み口型,,
35.73688319,139.6361202,貫井図書館,練馬区貫井１－３６－１６,１階だれでもトイレ前,"9:00~21:00
休館日：第3を除く月曜日",,飲み口型,,
35.737441,139.6359474,サンライフ練馬,練馬区貫井１－３６－１８,１階更衣室前・３階ロビー,9:00~22:00,,飲み口型,,
35.73816,139.63554,貫井地域集会所,練馬区貫井1-9-1　中村橋区民センター内,２階ホール、３階廊下,9:00~17:00,,ボトルディスペンサー型,,
35.72641499,139.5813146,関保健相談所,練馬区関町東１－２７－４,１階,平日8:30~17:15,,飲み口型,,
35.72101651,139.5803206,関町図書館,練馬区関町南３－１１－２,２階,"平日 9:00~20:00、土日祝 9:00~19:00
休館日：第1を除く月曜日",,飲み口型,,
35.72448602,139.5777731,関区民センター,練馬区関町北１－７－２,１・２・３階,,,飲み口型,,
35.75852313,139.6288889,光が丘駅（都営大江戸線）,練馬区光が丘２－９－５,ホーム,始発から終電まで,有料,飲み口型,,
35.75938164,139.6297431,光が丘区民センター,練馬区光が丘２－９－６,３階,,,飲み口型,,
35.76317762,139.6301408,光が丘図書館,練馬区光が丘４－１－５,１階入口,"平日 9:00~20:00、土日祝 9:00~19:00
休館日：第2を除く月曜日",,飲み口型,,
35.74563672,139.6663999,桜台体育館,練馬区桜台3-28-1,１階ロビー,"9:00~21:30
休館日：第２月曜日（この日が祝休日のときはその翌日）",,飲み口型,,
35.75726824,139.6064794,三原台温水プール,練馬区三原台２－１１－２９,１階ロビー・プール室内,"9:00~21:30
休館日：第２月曜日（祝休日のときはその翌日）",,飲み口型,,
35.75617946,139.6478259,春日町リサイクルセンター,練馬区春日町２－１４－１６,１階コミュニティーコーナー,"9:00~17:00
休館日：毎週水曜日※祝・休日は開館し、その直後の祝・休日でない日に休館",,飲み口型,,
35.75148281,139.6401075,練馬春日町駅（都営大江戸線）,練馬区春日町３－２９－２５,ホーム,始発から終電まで,有料,飲み口型,,
35.75263316,139.6392617,春日町青少年館,練馬区春日町４－１６－９,１・３階,"9:00~21:30
定休日：木（祝日にあたる場合はその翌日）",,飲み口型,,
35.75064753,139.6394708,春日町地域集会所,練馬区春日町5-30-1,２階給湯室,9:00~17:00,,飲み口型,,
35.75140387,139.6394257,春日町図書館,"練馬区春日町５－３１－２－２０１
エリム春日町２階",ラウンジ・児童コーナー,"9:00~21:00
休館日：第3を除く月曜日",,飲み口型,,
35.7418682,139.6760428,小竹図書館,練馬区小竹町２－４３－１,１階フロア,"平日 9:00~20:00、土日祝 9:00~19:00
休館日：第2を除く月曜日",,飲み口型,,
35.72262131,139.5873606,上石神井体育館,練馬区上石神井１－３２－３７,地下２階（プール受付前・プール室内）・地下１階,"9:00~21:30
休館日：第２月曜日（祝休日のときはその翌日）",,飲み口型,,
35.76004561,139.572668,西大泉地区区民館（令和７年７月から令和８年９月まで使用休止）,練馬区西大泉5-3-32,２階レクルーム向い,9:00~17:00,,飲み口型,,
35.73639961,139.5994989,石神井図書館,練馬区石神井台１－１６－３１,１階ロビー,"平日 9:00~20:00、土日祝 9:00~19:00
休館日：第2を除く月曜日",,飲み口型,,
35.73985,139.59406,石神井松の風文化公園,練馬区石神井台１－３３－４４,管理棟１階,,,飲み口型,,
35.74415673,139.6072005,石神井公園区民交流センター,練馬区石神井町２－１４－１,２・３階ロビー,"9:00~22:00
定休日：年末年始・夏季大掃除日",,飲み口型,,
35.73756828,139.5994053,石神井公園ふるさと文化館,練馬区石神井町５－１２－１６,1階,"9:00~18:00
定休日：月曜日（月曜日が祝休日のときは、その翌平日）",,飲み口型,,
35.74470181,139.601335,石神井保健相談所,練馬区石神井町７－３－２８,１階,平日 8:30~17:00,,飲み口型,,
35.74517248,139.6015478,男女共同参画センターえーる,練馬区石神井町８－１－１０,２階給湯室・３階給湯室,9:00~21:30,,飲み口型,,
35.76068696,139.5869223,大泉図書館,練馬区大泉学園町２－２１－１７,１・２階,"平日 9:00~20:00、土日祝 9:00~19:00
休館日：第3を除く月曜日",,飲み口型,,
35.76555637,139.5884489,大泉北地域集会所,練馬区大泉学園町4-21-1,２階、３階ロビー,9:00~17:00,,飲み口型,,
35.76524,139.58438,大泉学園町体育館,練馬区大泉学園町５－１４－２４,地下１階（プール室内・トレーニング室前）・１階,"9:00~21:30
休館日：第２月曜日（祝休日のときはその翌日）",,飲み口型,,
35.77474469,139.6013883,大泉さくら運動公園,練馬区大泉学園町9-4-5,管理事務所前,9:00~21:00,,飲み口型,,
35.77765666,139.5898403,希望が丘公園多目的運動場,練馬区大泉学園町９丁目１-２,管理事務所前,9:00~21:00,,飲み口型,,
35.76534664,139.6091378,稲荷山図書館,練馬区大泉町１－３－１８,１階,"平日 9:00~20:00、土日祝 9:00~19:00
休館日：第1を除く月曜日",,飲み口型,,
35.76913975,139.6042161,中里郷土の森緑地,練馬区大泉町１－５１－２,１階,"3月~９月：9:00~17:00、10月~2月：9:00~16:30
定休日：火曜日（火曜日が祝休日に当たる場合はその直後の祝休日でない日）",,飲み口型,,
35.76480976,139.6042362,北大泉地区区民館,練馬区大泉町2-41-26,１階廊下・２階廊下,9:00~17:00,,飲み口型,,
35.76712396,139.5963096,北大泉野球場（令和7年12月1日から令和8年3月19日まで使用休止）,練馬区大泉町3-31-44,管理事務所前,"休場日：12/29~1/3
（令和7年12月1日から令和8年3月19日まで使用休止）",,飲み口型,,
35.76215675,139.5932641,大泉運動場,練馬区大泉町５－２４－１２,管理棟１階,,,飲み口型,,
35.74954,139.62161,練馬区立総合体育館,練馬区谷原１－７－５,１階・２階・地階,9:00~21:30,,飲み口型,,
35.72938,139.64851,中村南スポーツ交流センター,練馬区中村南１－２－３２,地下１階・１・２階,"9:00~21:30
休館日：第２月曜日（祝休日のときはその翌日）",,飲み口型,,
35.73480072,139.6476257,水道局練馬営業所,練馬区中村北１－９－４,１階,平日8:30-17:15,,飲み口型,,
35.76957697,139.615207,土支田庭球場,練馬区土支田４－３１－２４,管理棟１階,,,飲み口型,,
35.75635348,139.5975069,びくに公園庭球場,練馬区東大泉２ー２８ー３１,管理棟屋外,,,飲み口型,,
35.74824376,139.5875586,勤労福祉会館,練馬区東大泉５－４０－３６,１階トレーニング室前・２階料理室前,9:00~22:00,,飲み口型,,
35.743399,139.5748036,南大泉青少年館,練馬区南大泉１－４４－７,談話ホール,"9:00~21:30
定休日：月曜日（祝日にあたる場合はその翌日）",,飲み口型,,
35.74342553,139.5749048,南大泉図書館,練馬区南大泉１－４４－７,１階エントランスホール,"9:00~21:30　
休館日：第1を除く月曜日",,飲み口型,,
35.74175721,139.569835,こどもと本のひろば,練馬区南大泉３－１７－２０,１・２階,"平日 9:00~20:00、土日祝 9:00~19:00
休館日：第1を除く月曜日",,飲み口型,,
35.73791531,139.6111021,南田中図書館,練馬区南田中５－１５－２２,１階,"平日 9:00~20:00、土日祝 9:00~19:00
休館日：第3を除く月曜日",,飲み口型,,
35.76019926,139.6646867,平和台図書館,練馬区平和台１－３６－１７,１階休憩コーナー・２階こどもコーナー,"平日 9:00~20:00、土日祝 9:00~19:00
休館日：第1を除く月曜日",,飲み口型,,
35.75933,139.66176,平和台体育館,練馬区平和台２－１２－５,地下２階・地下１階,"9:00~21:30
休館日：第２月曜日（祝休日のときはその翌日）",,飲み口型,,
35.73786965,139.6539446,練馬駅（都営大江戸線）,練馬区豊玉北５－１７－１２,ホーム,始発から終電まで,有料,飲み口型,,
35.73571,139.65167,練馬区役所本庁舎,練馬区豊玉北6-12-1,１階,"8:30~17:15
定休日：毎月第４日曜日",,飲み口型,,
35.73411458,139.6520924,"練馬図書館
（生涯学習センター併設）",練馬区豊玉北６－８－１,１階,"9:00~21:30
休館日：月曜（ただし第2月曜、祝・祭日は除く）",,飲み口型,,
35.75716443,139.6495672,北保健相談所,練馬区北町６－３５－７,1階ロビー,平日 8:30~17:00,,飲み口型,,
35.73934,139.65359,練馬文化センター,練馬区練馬１－１７－３７,１階,9:00~22:00,,飲み口型,,
35.74510251,139.6532795,練馬総合運動場公園,練馬区練馬２－２９－１０,管理棟１階,,,飲み口型,,
35.7425371,139.6488926,豊島園駅（都営大江戸線）,練馬区練馬４－１４－１７,ホーム,始発から終電まで,有料,飲み口型,,
